location,EW,EW_start_date,pop,cases
E,202201,2022-01-02,300618,15.119731364311086
E,202202,2022-01-09,300618,15.969287803820936
E,202203,2022-01-16,300618,22.649499580113574
E,202204,2022-01-23,300618,5.462393734349849
E,202205,2022-01-30,300618,-5.451365443613905
E,202206,2022-02-06,300618,-5.758796438155692
E,202207,2022-02-13,300618,-3.7434436365799337
E,202208,2022-02-20,300618,-10.31856342161186
E,202209,2022-02-27,300618,-7.379339762852898
E,202210,2022-03-06,300618,11.202764991137148
E,202211,2022-03-13,300618,13.0017104908035
E,202212,2022-03-20,300618,4.876968914626849
E,202213,2022-03-27,300618,-3.124613242334271
E,202214,2022-04-03,300618,-7.349304023734491
E,202215,2022-04-10,300618,-2.2210686765158156
E,202216,2022-04-17,300618,-1.064087168518694
E,202217,2022-04-24,300618,8.246984762780578
E,202218,2022-05-01,300618,7.468810736865325
E,202219,2022-05-08,300618,9.716829731836569
E,202220,2022-05-15,300618,21.505515068688375
E,202221,2022-05-22,300618,21.753526676691255
E,202222,2022-05-29,300618,30.24999039121513
E,202223,2022-06-05,300618,18.451050123058227
E,202224,2022-06-12,300618,16.618229672509976
E,202225,2022-06-19,300618,11.417023010222579
E,202226,2022-06-26,300618,12.452096184524514
E,202227,2022-07-03,300618,34.00442856650788
E,202228,2022-07-10,300618,31.133155769818472
E,202229,2022-07-17,300618,38.980709146640216
E,202230,2022-07-24,300618,40.6632812253377
E,202231,2022-07-31,300618,55.38943602979184
E,202232,2022-08-07,300618,48.85111822277824
E,202233,2022-08-14,300618,44.56270964236155
E,202234,2022-08-21,300618,39.193142165010585
E,202235,2022-08-28,300618,27.90875633616131
E,202236,2022-09-04,300618,15.561280207646742
E,202237,2022-09-11,300618,14.628845183884478
E,202238,2022-09-18,300618,12.809306568655007
E,202239,2022-09-25,300618,8.230683718361439
E,202240,2022-10-02,300618,11.86684988656355
E,202241,2022-10-09,300618,5.308315460478367
E,202242,2022-10-16,300618,5.126222019236936
E,202243,2022-10-23,300618,10.164570702840564
E,202244,2022-10-30,300618,10.765073295946548
E,202245,2022-11-06,300618,12.013774852838928
E,202246,2022-11-13,300618,13.385402521066133
E,202247,2022-11-20,300618,11.15549735400949
E,202248,2022-11-27,300618,10.40741813413731
E,202249,2022-12-04,300618,5.286910393680657
E,202250,2022-12-11,300618,-3.593381744575688
E,202251,2022-12-18,300618,-3.901626143082292
E,202252,2022-12-25,300618,0.518747887116727
E,202301,2023-01-01,300618,14.311249210053322
E,202302,2023-01-08,300618,10.293323183049171
E,202303,2023-01-15,300618,7.986444663881926
E,202304,2023-01-22,300618,4.186221570959336
E,202305,2023-01-29,300618,5.42272651851494
E,202306,2023-02-05,300618,0.9727026010188995
E,202307,2023-02-12,264181,-4.687536190712408
E,202308,2023-02-19,264181,1.8441911112558502
E,202309,2023-02-26,264181,0.4781783242674722
E,202310,2023-03-05,264181,13.670688353639882
E,202311,2023-03-12,264181,21.039531484243263
E,202312,2023-03-19,264181,16.23651158257873
E,202313,2023-03-26,264181,21.484607561795567
E,202314,2023-04-02,264181,13.793039433465554
E,202315,2023-04-09,264181,11.79645552582247
E,202316,2023-04-16,264181,7.946370641066603
E,202317,2023-04-23,264181,11.264127556367011
E,202318,2023-04-30,264181,5.60895118185951
E,202319,2023-05-07,264181,6.269895019586425
E,202320,2023-05-14,264181,12.138674346436733
E,202321,2023-05-21,264181,10.408089303405173
E,202322,2023-05-28,264181,18.53345989669123
E,202323,2023-06-04,264181,14.485753355608932
E,202324,2023-06-11,264181,8.863586916150863
E,202325,2023-06-18,264181,13.248041333656083
E,202326,2023-06-25,264181,8.235761063835797
E,202327,2023-07-02,264181,10.330493497709973
E,202328,2023-07-09,264181,4.8636111376631685
E,202329,2023-07-16,264181,8.32377697073636
E,202330,2023-07-23,264181,10.9236097200946
E,202331,2023-07-30,264181,11.188773256158644
E,202332,2023-08-06,264181,8.637043525162241
E,202333,2023-08-13,264181,9.45216436978958
E,202334,2023-08-20,264181,6.462635806931774
E,202335,2023-08-27,264181,7.948529105098669
E,202336,2023-09-03,264181,1.0457402152810644
E,202337,2023-09-10,264181,1.6497122914518423
E,202338,2023-09-17,264181,3.373015113138824
E,202339,2023-09-24,264181,6.7824729990225014
E,202340,2023-10-01,264181,8.982996261819165
E,202341,2023-10-08,264181,3.15576932214128
E,202342,2023-10-15,264181,-1.6233289930536428
E,202343,2023-10-22,264181,2.1184908956049986
E,202344,2023-10-29,264181,4.847983622357094
E,202345,2023-11-05,264181,3.6991038059717587
E,202346,2023-11-12,264181,7.049395499083367
E,202347,2023-11-19,264181,11.008141291730837
E,202348,2023-11-26,264181,5.826492813685523
E,202349,2023-12-03,264181,10.247538532612479
E,202350,2023-12-10,264181,6.842458809459093
E,202351,2023-12-17,264181,4.4609293111679245
E,202352,2023-12-24,264181,-9.109561444675137
