location,EW,EW_start_date,pop,cases
E,202201,2022-01-02,300618,3.1161717526715407
E,202202,2022-01-09,300618,13.96173412950205
E,202203,2022-01-16,300618,37.051560832204174
E,202204,2022-01-23,300618,1.7436310763273266
E,202205,2022-01-30,300618,0.7658920798697575
E,202206,2022-02-06,300618,0.8192221142050661
E,202207,2022-02-13,300618,0.8622886513952404
E,202208,2022-02-20,300618,0.8967126780077093
E,202209,2022-02-27,300618,0.8967126780077093
E,202210,2022-03-06,300618,1.7192927959713828
E,202211,2022-03-13,300618,1.6532906278135284
E,202212,2022-03-20,300618,1.5707179276003351
E,202213,2022-03-27,300618,3.131109849020492
E,202214,2022-04-03,300618,1.5042642142968137
E,202215,2022-04-10,300618,4.495394545619466
E,202216,2022-04-17,300618,6.013873986888758
E,202217,2022-04-24,300618,10.016560238528264
E,202218,2022-05-01,300618,10.096816637140275
E,202219,2022-05-08,300618,10.039400085630188
E,202220,2022-05-15,300618,27.72218849257026
E,202221,2022-05-22,300618,10.039400085630188
E,202222,2022-05-29,300618,41.813977111972356
E,202223,2022-06-05,300618,31.996340041522654
E,202224,2022-06-12,300618,36.50180949251677
E,202225,2022-06-19,300618,28.771091465315465
E,202226,2022-06-26,300618,16.39015926309175
E,202227,2022-07-03,300618,48.189270745685654
E,202228,2022-07-10,300618,36.42784008219131
E,202229,2022-07-17,300618,48.189270745685654
E,202230,2022-07-24,300618,36.42784008219131
E,202231,2022-07-31,300618,48.189270745685654
E,202232,2022-08-07,300618,37.24073971493226
E,202233,2022-08-14,300618,37.24073971493226
E,202234,2022-08-21,300618,37.24073971493226
E,202235,2022-08-28,300618,25.31380324228121
E,202236,2022-09-04,300618,7.602459974755543
E,202237,2022-09-11,300618,7.602459974755543
E,202238,2022-09-18,300618,7.602459974755543
E,202239,2022-09-25,300618,6.623302567683114
E,202240,2022-10-02,300618,5.216913283553215
E,202241,2022-10-09,300618,3.0538828473089588
E,202242,2022-10-16,300618,4.619396751758575
E,202243,2022-10-23,300618,5.216913283553215
E,202244,2022-10-30,300618,5.216913283553215
E,202245,2022-11-06,300618,2.781626362430176
E,202246,2022-11-13,300618,5.216913283553215
E,202247,2022-11-20,300618,5.216913283553215
E,202248,2022-11-27,300618,8.050748940498018
E,202249,2022-12-04,300618,2.8240650849501434
E,202250,2022-12-11,300618,0.6288865747769415
E,202251,2022-12-18,300618,0.6288865747769415
E,202252,2022-12-25,300618,0.7100866784327018
E,202301,2023-01-01,300618,1.7436310763273266
E,202302,2023-01-08,300618,1.7297291078619057
E,202303,2023-01-15,300618,1.2706534587667064
E,202304,2023-01-22,300618,0.7276400169578775
E,202305,2023-01-29,300618,1.7436310763273266
E,202306,2023-02-05,300618,1.4305802163889239
E,202307,2023-02-12,264181,0.8622886513952404
E,202308,2023-02-19,264181,1.4626440382591654
E,202309,2023-02-26,264181,1.4305802163889239
E,202310,2023-03-05,264181,2.300103259726156
E,202311,2023-03-12,264181,3.1562748243828227
E,202312,2023-03-19,264181,5.689095607340301
E,202313,2023-03-26,264181,65.28336363943265
E,202314,2023-04-02,264181,32.08778246876666
E,202315,2023-04-09,264181,42.424778089351534
E,202316,2023-04-16,264181,28.12714255329039
E,202317,2023-04-23,264181,24.729633725555605
E,202318,2023-04-30,264181,10.016560238528264
E,202319,2023-05-07,264181,8.220783838500155
E,202320,2023-05-14,264181,7.279220507689253
E,202321,2023-05-21,264181,7.279220507689253
E,202322,2023-05-28,264181,11.12650742723876
E,202323,2023-06-04,264181,13.484557155031
E,202324,2023-06-11,264181,8.738039884841072
E,202325,2023-06-18,264181,11.871927974675433
E,202326,2023-06-25,264181,4.894629033444585
E,202327,2023-07-02,264181,11.300230682831428
E,202328,2023-07-09,264181,3.1188436754128817
E,202329,2023-07-16,264181,3.1188436754128817
E,202330,2023-07-23,264181,5.71408595539735
E,202331,2023-07-30,264181,3.1188436754128817
E,202332,2023-08-06,264181,5.542624026157729
E,202333,2023-08-13,264181,5.240997181528087
E,202334,2023-08-20,264181,2.8586520767136956
E,202335,2023-08-27,264181,5.542624026157729
E,202336,2023-09-03,264181,3.0538828473089588
E,202337,2023-09-10,264181,3.0538828473089588
E,202338,2023-09-17,264181,3.0538828473089588
E,202339,2023-09-24,264181,4.619396751758575
E,202340,2023-10-01,264181,1.7513130391509577
E,202341,2023-10-08,264181,2.140685945329687
E,202342,2023-10-15,264181,1.6031014094105058
E,202343,2023-10-22,264181,1.7513130391509577
E,202344,2023-10-29,264181,3.0538828473089588
E,202345,2023-11-05,264181,1.4601834336882464
E,202346,2023-11-12,264181,1.9498418102252753
E,202347,2023-11-19,264181,2.781626362430176
E,202348,2023-11-26,264181,2.512802615983817
E,202349,2023-12-03,264181,2.8240650849501434
E,202350,2023-12-10,264181,2.8240650849501434
E,202351,2023-12-17,264181,2.3623343406396557
E,202352,2023-12-24,264181,0.6288865747769415
