ID,cases
A202201,5.3952291861552855
A202202,5.3952291861552855
A202203,5.3952291861552855
A202204,5.3952291861552855
A202205,5.3952291861552855
A202206,5.3952291861552855
A202207,5.3952291861552855
A202208,5.3952291861552855
A202209,5.3952291861552855
A202210,5.3952291861552855
A202211,5.3952291861552855
A202212,5.3952291861552855
A202213,5.3952291861552855
A202214,5.3952291861552855
A202215,5.3952291861552855
A202216,5.3952291861552855
A202217,5.3952291861552855
A202218,5.3952291861552855
A202219,5.3952291861552855
A202220,5.3952291861552855
A202221,5.3952291861552855
A202222,5.3952291861552855
A202223,5.3952291861552855
A202224,5.3952291861552855
A202225,5.3952291861552855
A202226,5.3952291861552855
A202227,5.3952291861552855
A202228,5.3952291861552855
A202229,5.3952291861552855
A202230,5.3952291861552855
A202231,5.3952291861552855
A202232,5.3952291861552855
A202233,5.3952291861552855
A202234,5.3952291861552855
A202235,5.3952291861552855
A202236,5.3952291861552855
A202237,5.3952291861552855
A202238,5.3952291861552855
A202239,5.3952291861552855
A202240,5.3952291861552855
A202241,5.3952291861552855
A202242,5.3952291861552855
A202243,5.3952291861552855
A202244,5.3952291861552855
A202245,5.3952291861552855
A202246,5.3952291861552855
A202247,5.3952291861552855
A202248,5.3952291861552855
A202249,5.3952291861552855
A202250,5.3952291861552855
A202251,5.3952291861552855
A202252,5.3952291861552855
A202301,5.3952291861552855
A202302,5.3952291861552855
A202303,5.3952291861552855
A202304,5.3952291861552855
A202305,5.3952291861552855
A202306,5.3952291861552855
A202307,5.3952291861552855
A202308,5.3952291861552855
A202309,5.3952291861552855
A202310,5.3952291861552855
A202311,5.3952291861552855
A202312,5.3952291861552855
A202313,5.3952291861552855
A202314,5.3952291861552855
A202315,5.3952291861552855
A202316,5.3952291861552855
A202317,5.3952291861552855
A202318,5.3952291861552855
A202319,5.3952291861552855
A202320,5.3952291861552855
A202321,5.3952291861552855
A202322,5.3952291861552855
A202323,5.3952291861552855
A202324,5.3952291861552855
A202325,5.3952291861552855
A202326,5.3952291861552855
B202101,5.3952291861552855
B202102,5.3952291861552855
B202103,5.3952291861552855
B202104,5.3952291861552855
B202105,5.3952291861552855
B202106,5.3952291861552855
B202107,5.3952291861552855
B202108,5.3952291861552855
B202109,5.3952291861552855
B202110,5.3952291861552855
B202111,5.3952291861552855
B202112,5.3952291861552855
B202113,5.3952291861552855
B202114,5.3952291861552855
B202115,5.3952291861552855
B202116,5.3952291861552855
B202117,5.3952291861552855
B202118,5.3952291861552855
B202119,5.3952291861552855
B202120,5.3952291861552855
B202121,5.3952291861552855
B202122,5.3952291861552855
B202123,5.3952291861552855
B202124,5.3952291861552855
B202125,5.3952291861552855
B202126,5.3952291861552855
B202127,5.3952291861552855
B202128,5.3952291861552855
B202129,5.3952291861552855
B202130,5.3952291861552855
B202131,5.3952291861552855
B202132,5.3952291861552855
B202133,5.3952291861552855
B202134,5.3952291861552855
B202135,5.3952291861552855
B202136,5.3952291861552855
B202137,5.3952291861552855
B202138,5.3952291861552855
B202139,5.3952291861552855
B202140,5.3952291861552855
B202141,5.3952291861552855
B202142,5.3952291861552855
B202143,5.3952291861552855
B202144,5.3952291861552855
B202145,5.3952291861552855
B202146,5.3952291861552855
B202147,5.3952291861552855
B202148,5.3952291861552855
B202149,5.3952291861552855
B202150,5.3952291861552855
B202151,5.3952291861552855
B202152,5.3952291861552855
B202201,5.3952291861552855
B202202,5.3952291861552855
B202203,5.3952291861552855
B202204,5.3952291861552855
B202205,5.3952291861552855
B202206,5.3952291861552855
B202207,5.3952291861552855
B202208,5.3952291861552855
B202209,5.3952291861552855
B202210,5.3952291861552855
B202211,5.3952291861552855
B202212,5.3952291861552855
B202213,5.3952291861552855
B202214,5.3952291861552855
B202215,5.3952291861552855
B202216,5.3952291861552855
B202217,5.3952291861552855
B202218,5.39522918615528559
B202219,5.3952291861552855
B202220,5.3952291861552855
B202221,5.3952291861552855
B202222,5.3952291861552855
B202223,5.3952291861552855
B202224,5.3952291861552855
B202225,5.3952291861552855
B202226,5.3952291861552855
B202227,5.3952291861552855
B202228,5.3952291861552855
B202229,5.3952291861552855
B202230,5.3952291861552855
B202231,5.3952291861552855
B202232,5.3952291861552855
B202233,5.3952291861552855
B202234,5.3952291861552855
B202235,5.3952291861552855
B202236,5.3952291861552855
B202237,5.3952291861552855
B202238,5.3952291861552855
B202239,5.3952291861552855
B202240,5.3952291861552855
B202241,5.3952291861552855
B202242,5.3952291861552855
B202243,5.3952291861552855
B202244,5.3952291861552855
B202245,5.3952291861552855
B202246,5.3952291861552855
B202247,5.3952291861552855
B202248,5.3952291861552855
B202249,5.3952291861552855
B202250,5.3952291861552855
B202251,5.3952291861552855
B202252,5.3952291861552855
B202301,5.3952291861552855
B202302,5.3952291861552855
B202303,5.3952291861552855
B202304,5.3952291861552855
B202305,5.3952291861552855
B202306,5.3952291861552855
B202307,5.3952291861552855
B202308,5.3952291861552855
B202309,5.3952291861552855
B202310,5.3952291861552855
B202311,5.3952291861552855
B202312,5.3952291861552855
B202313,5.3952291861552855
B202314,5.3952291861552855
B202315,5.3952291861552855
B202316,5.3952291861552855
B202317,5.3952291861552855
B202318,5.3952291861552855
B202319,5.3952291861552855
B202320,5.3952291861552855
B202321,5.3952291861552855
B202322,5.3952291861552855
B202323,5.3952291861552855
B202324,5.3952291861552855
B202325,5.3952291861552855
B202326,5.3952291861552855
B202327,5.3952291861552855
B202328,5.3952291861552855
B202329,5.3952291861552855
B202330,5.3952291861552855
B202331,5.3952291861552855
B202332,5.3952291861552855
B202333,5.3952291861552855
B202334,5.3952291861552855
B202335,5.3952291861552855
B202336,5.3952291861552855
B202337,5.3952291861552855
B202338,5.3952291861552855
B202339,5.3952291861552855
B202340,5.3952291861552855
B202341,5.3952291861552855
B202342,5.3952291861552855
B202343,5.3952291861552855
B202344,5.3952291861552855
B202345,5.3952291861552855
B202346,5.3952291861552855
B202347,5.3952291861552855
B202348,5.3952291861552855
B202349,5.3952291861552855
B202350,5.3952291861552855
B202351,5.3952291861552855
B202352,5.3952291861552855
C202201,5.3952291861552855
C202202,5.3952291861552855
C202203,5.3952291861552855
C202204,5.3952291861552855
C202205,5.3952291861552855
C202206,5.3952291861552855
C202207,5.3952291861552855
C202208,5.3952291861552855
C202209,5.3952291861552855
C202210,5.3952291861552855
C202211,5.3952291861552855
C202212,5.3952291861552855
C202213,5.3952291861552855
C202214,5.39522918615528558
C202215,5.3952291861552855
C202216,5.3952291861552855
C202217,5.3952291861552855
C202218,5.3952291861552855
C202219,5.3952291861552855
C202220,5.3952291861552855
C202221,5.3952291861552855
C202222,5.3952291861552855
C202223,5.3952291861552855
C202224,5.3952291861552855
C202225,5.3952291861552855
C202226,5.3952291861552855
C202227,5.3952291861552855
C202228,5.3952291861552855
C202229,5.3952291861552855
C202230,5.3952291861552855
C202231,5.3952291861552855
C202232,5.3952291861552855
C202233,5.3952291861552855
C202234,5.3952291861552855
C202235,5.3952291861552855
